CustomerID,AnnualSpending,FrequencyOfPurchases,TimeSinceLastPurchase,AverageOrderValue,PreferredCategory,LoyaltyScore,DiscountSensitivity,PreferredPaymentMethod,CustomerRegion,AgeGroup
347,355.19,2,14.87,118.4,Groceries,6.31,96.46,Gift Card,South,36-45
348,359.25,1,21.18,179.63,Clothing,4.06,96.42,Debit Card,South,26-35
349,428.16,4,15.16,85.63,Electronics,11.22,95.74,PayPal,Central,46-55
350,478.66,3,9.22,119.66,Automotive,9.2,95.23,Gift Card,North,56+
351,531.09,1,23.87,265.55,Health,4.92,94.71,Credit Card,North,56+
352,647.54,2,10.86,215.85,Clothing,7.77,93.55,Cash,North,36-45
353,585.77,2,23.74,195.26,Electronics,7.46,94.17,PayPal,Central,36-45
354,484.01,2,22.85,161.34,Clothing,6.96,95.18,Debit Card,South,18-25
355,498.1,4,15.76,99.62,Health,11.57,95.04,PayPal,West,18-25
356,399.75,8,7.66,44.42,Toys,20.17,96.02,Gift Card,South,36-45
357,498.15,5,18.52,83.02,Electronics,13.84,95.04,Debit Card,North,46-55
358,471.13,2,21.22,157.04,Automotive,6.89,95.31,PayPal,North,36-45
359,532.27,4,14.02,106.45,Automotive,11.74,94.7,Debit Card,West,46-55
360,417.28,2,10.3,139.09,Books,6.62,95.84,Debit Card,West,26-35
361,551.93,3,20.45,137.98,Groceries,9.57,94.5,PayPal,North,36-45
362,653.27,3,15.81,163.32,Beauty,10.07,93.49,Gift Card,West,18-25
363,489.12,6,9.56,69.87,Clothing,16.07,95.13,Gift Card,West,18-25
364,540.17,7,23.09,67.52,Electronics,18.6,94.62,Credit Card,East,18-25
365,569.01,3,23.07,142.25,Home Decor,9.65,94.33,PayPal,North,26-35
366,459.88,3,12.61,114.97,Automotive,9.11,95.42,Cash,East,56+
367,522.41,2,7.15,174.14,Beauty,7.15,94.8,Credit Card,North,46-55
368,501.26,2,17.35,167.09,Home Decor,7.04,95.01,Debit Card,South,56+
369,509.77,1,11.71,254.88,Health,4.81,94.92,Debit Card,South,26-35
370,422.7,4,7.19,84.54,Home Decor,11.2,95.79,Gift Card,South,56+
371,502.45,3,22.05,125.61,Beauty,9.32,95.0,Debit Card,West,46-55
372,549.8,1,23.97,274.9,Groceries,5.01,94.52,Debit Card,South,18-25
373,645.11,4,12.31,129.02,Health,12.3,93.57,Gift Card,South,56+
374,595.93,1,19.41,297.96,Beauty,5.24,94.06,PayPal,Central,56+
375,715.32,5,7.18,119.22,Clothing,14.93,92.88,Cash,West,56+
376,423.27,4,12.65,84.65,Home Decor,11.2,95.78,Debit Card,North,18-25
377,587.23,3,7.96,146.81,Health,9.74,94.15,Cash,Central,46-55
378,518.33,5,7.0,86.39,Beauty,13.95,94.84,Gift Card,East,18-25
379,718.98,0,16.6,718.98,Automotive,3.58,92.84,Cash,East,56+
380,419.17,1,20.44,209.59,Beauty,4.36,95.82,Debit Card,North,26-35
381,416.03,1,14.15,208.01,Sports,4.34,95.86,Gift Card,West,26-35
382,440.06,4,15.44,88.01,Beauty,11.28,95.62,Gift Card,Central,26-35
383,287.61,2,10.87,95.87,Groceries,5.98,97.14,Gift Card,Central,18-25
384,447.42,6,19.25,63.92,Books,15.86,95.54,PayPal,West,26-35
385,424.09,1,12.5,212.04,Groceries,4.38,95.78,Debit Card,East,18-25
386,515.04,4,7.21,103.01,Books,11.66,94.87,PayPal,West,46-55
387,534.18,4,8.98,106.84,Beauty,11.75,94.68,Credit Card,North,56+
388,687.62,1,8.31,343.81,Books,5.7,93.15,Credit Card,Central,18-25
389,595.04,2,13.85,198.35,Groceries,7.51,94.07,Cash,West,46-55
390,442.31,3,7.17,110.58,Toys,9.02,95.59,PayPal,East,36-45
391,410.16,8,20.52,45.57,Groceries,20.22,95.91,Gift Card,West,26-35
392,549.19,0,22.34,549.19,Home Decor,2.74,94.53,Cash,West,18-25
393,367.98,1,10.47,183.99,Sports,4.11,96.33,Gift Card,South,26-35
394,683.15,3,14.74,170.79,Toys,10.22,93.2,Debit Card,East,18-25
395,617.94,1,15.34,308.97,Toys,5.35,93.84,Cash,North,26-35
396,453.08,4,23.73,90.62,Groceries,11.35,95.49,Debit Card,South,46-55
397,328.69,4,7.18,65.74,Toys,10.73,96.73,PayPal,East,56+
398,635.39,0,18.02,635.39,Books,3.16,93.67,Credit Card,South,46-55
399,488.55,1,12.22,244.27,Toys,4.71,95.13,Debit Card,Central,36-45
400,623.78,6,15.03,89.11,Toys,16.74,93.79,Cash,East,26-35
401,340.56,5,9.91,56.76,Books,13.06,96.61,Cash,East,18-25
402,440.06,2,8.88,146.69,Automotive,6.74,95.62,Cash,South,26-35
403,500.52,3,10.38,125.13,Books,9.31,95.01,PayPal,East,56+
404,504.7,7,7.28,63.09,Groceries,18.42,94.97,Credit Card,West,18-25
405,454.99,1,11.01,227.5,Home Decor,4.54,95.47,Credit Card,West,56+
406,562.28,4,18.43,112.46,Clothing,11.89,94.4,Debit Card,South,18-25
407,393.24,3,17.73,98.31,Toys,8.78,96.08,Gift Card,North,56+
408,485.76,2,15.98,161.92,Health,6.96,95.16,Cash,Central,36-45
409,512.03,2,6.01,170.68,Groceries,7.1,94.9,Gift Card,North,18-25
410,551.44,3,8.26,137.86,Toys,9.56,94.51,PayPal,Central,56+
411,571.16,6,21.17,81.59,Clothing,16.48,94.31,Credit Card,South,56+
412,387.54,4,10.89,77.51,Electronics,11.02,96.14,Cash,Central,46-55
413,346.59,1,22.42,173.29,Health,4.0,96.55,Gift Card,Central,18-25
414,627.77,3,21.74,156.94,Home Decor,9.94,93.75,Debit Card,South,36-45
415,533.23,3,8.79,133.31,Health,9.47,94.69,Cash,Central,26-35
416,425.15,1,22.17,212.58,Health,4.39,95.77,Gift Card,West,46-55
417,655.12,2,17.3,218.37,Toys,7.81,93.47,Cash,Central,36-45
418,511.57,1,17.35,255.78,Toys,4.82,94.9,Credit Card,Central,36-45
419,617.93,2,21.35,205.98,Electronics,7.62,93.85,PayPal,South,18-25
420,506.75,4,13.29,101.35,Clothing,11.61,94.95,Credit Card,South,36-45
421,706.07,0,19.23,706.07,Health,3.52,92.97,Credit Card,East,18-25
422,675.53,2,18.02,225.18,Groceries,7.91,93.27,Credit Card,North,18-25
423,475.1,0,19.89,475.1,Groceries,2.37,95.27,PayPal,Central,56+
424,597.16,5,17.88,99.53,Books,14.34,94.05,Credit Card,South,46-55
425,564.54,1,7.44,282.27,Automotive,5.08,94.38,Credit Card,South,18-25
426,636.86,1,11.27,318.43,Books,5.44,93.66,Credit Card,West,56+
427,403.51,1,22.92,201.75,Home Decor,4.28,95.98,Cash,South,36-45
428,568.61,5,10.02,94.77,Automotive,14.2,94.34,Credit Card,North,26-35
429,605.84,2,14.5,201.95,Electronics,7.56,93.97,Credit Card,West,36-45
430,324.13,2,12.42,108.04,Home Decor,6.16,96.77,Debit Card,West,56+
431,381.67,2,7.55,127.22,Groceries,6.45,96.2,Cash,East,36-45
432,296.08,1,9.26,148.04,Automotive,3.75,97.05,Cash,South,26-35
433,473.06,2,11.16,157.69,Clothing,6.9,95.29,Credit Card,South,36-45
434,571.75,1,14.34,285.88,Groceries,5.12,94.31,Gift Card,South,46-55
435,650.24,8,21.74,72.25,Sports,21.42,93.52,PayPal,West,26-35
436,507.41,10,15.28,46.13,Beauty,25.25,94.95,Gift Card,South,46-55
437,662.86,3,17.73,165.72,Electronics,10.12,93.4,Debit Card,East,46-55
438,361.99,3,13.67,90.5,Beauty,8.62,96.39,PayPal,South,18-25
439,329.66,5,21.66,54.94,Health,13.01,96.72,Cash,North,46-55
440,494.45,0,17.93,494.45,Automotive,2.46,95.08,Cash,South,36-45
441,538.41,2,7.63,179.47,Groceries,7.23,94.64,Cash,Central,56+
442,496.73,3,14.6,124.18,Books,9.29,95.05,Credit Card,East,26-35
443,293.26,1,20.89,146.63,Books,3.73,97.08,Credit Card,North,26-35
444,491.09,0,19.21,491.09,Books,2.45,95.11,Debit Card,West,18-25
445,369.55,1,22.3,184.78,Beauty,4.11,96.32,Credit Card,East,36-45
446,566.97,2,10.1,188.99,Groceries,7.37,94.35,PayPal,North,46-55
447,536.66,0,23.59,536.66,Home Decor,2.67,94.65,Credit Card,East,36-45
448,406.01,6,11.13,58.0,Groceries,15.66,95.96,Cash,Central,46-55
449,448.61,5,6.9,74.77,Beauty,13.6,95.53,Debit Card,Central,26-35
450,394.08,3,14.92,98.52,Electronics,8.78,96.07,Cash,North,46-55
451,493.73,3,7.99,123.43,Health,9.28,95.08,Debit Card,Central,46-55
452,595.51,1,18.26,297.76,Clothing,5.24,94.07,Gift Card,Central,36-45
453,401.43,2,22.21,133.81,Beauty,6.54,96.0,Gift Card,North,36-45
454,550.4,6,22.58,78.63,Automotive,16.38,94.52,Gift Card,East,36-45
455,446.97,2,16.93,148.99,Books,6.77,95.55,PayPal,Central,26-35
456,420.71,5,15.63,70.12,Groceries,13.46,95.81,Cash,West,18-25
457,489.3,5,23.89,81.55,Clothing,13.8,95.13,Debit Card,South,56+
458,396.48,2,16.43,132.16,Home Decor,6.52,96.05,PayPal,North,56+
459,444.64,5,22.69,74.11,Automotive,13.58,95.57,PayPal,West,18-25
460,380.21,5,22.5,63.37,Clothing,13.26,96.21,Debit Card,Central,26-35
461,696.47,4,11.21,139.29,Health,12.56,93.06,Gift Card,West,36-45
462,503.53,4,6.25,100.71,Electronics,11.6,94.98,Credit Card,East,56+
463,430.03,1,13.91,215.01,Books,4.41,95.72,Debit Card,Central,46-55
464,521.4,0,21.5,521.4,Beauty,2.6,94.81,Credit Card,Central,56+
465,488.77,1,21.05,244.38,Automotive,4.71,95.13,Credit Card,North,56+
466,477.9,1,16.87,238.95,Electronics,4.65,95.24,PayPal,East,26-35
467,561.42,4,8.82,112.28,Home Decor,11.89,94.41,Debit Card,West,46-55
468,575.75,1,7.94,287.88,Beauty,5.14,94.27,Gift Card,South,18-25
469,446.95,4,23.18,89.39,Clothing,11.32,95.55,Gift Card,Central,56+
470,442.42,3,13.59,110.6,Health,9.02,95.59,Debit Card,Central,26-35
471,472.49,1,17.67,236.25,Electronics,4.63,95.29,Debit Card,West,26-35
472,269.81,7,22.31,33.73,Groceries,17.25,97.31,PayPal,North,26-35
473,348.48,2,21.66,116.16,Beauty,6.28,96.53,PayPal,Central,18-25
474,636.69,7,16.2,79.59,Beauty,19.08,93.66,Cash,West,46-55
475,664.5,3,14.78,166.12,Health,10.13,93.38,Credit Card,Central,46-55
476,475.1,4,19.23,95.02,Beauty,11.46,95.27,Gift Card,Central,18-25
477,557.66,3,12.29,139.41,Sports,9.6,94.45,PayPal,East,46-55
478,531.13,3,17.26,132.78,Home Decor,9.46,94.71,PayPal,West,46-55
479,807.89,2,6.42,269.3,Sports,8.57,91.95,Cash,East,18-25
480,611.96,3,20.84,152.99,Health,9.87,93.9,Cash,South,36-45
481,487.21,3,23.96,121.8,Electronics,9.24,95.15,Gift Card,North,56+
482,404.45,4,23.18,80.89,Electronics,11.11,95.97,Cash,Central,36-45
483,339.36,2,12.48,113.12,Home Decor,6.24,96.62,Credit Card,Central,46-55
484,520.35,1,15.56,260.17,Clothing,4.86,94.82,Credit Card,East,26-35
485,424.36,3,10.25,106.09,Beauty,8.93,95.77,PayPal,Central,36-45
486,357.77,5,11.45,59.63,Health,13.15,96.44,Debit Card,Central,18-25
487,435.34,5,14.23,72.56,Electronics,13.53,95.66,Cash,North,26-35
488,391.85,1,19.45,195.92,Beauty,4.22,96.1,Credit Card,Central,46-55
489,668.71,1,6.32,334.36,Home Decor,5.6,93.34,Debit Card,Central,46-55
490,588.16,5,13.09,98.03,Automotive,14.29,94.14,Debit Card,East,18-25
491,499.2,2,16.02,166.4,Clothing,7.03,95.03,Cash,Central,36-45
492,647.99,9,9.87,64.8,Electronics,23.68,93.55,Debit Card,Central,18-25
493,507.74,1,7.41,253.87,Groceries,4.8,94.94,PayPal,South,26-35
494,413.87,5,15.71,68.98,Beauty,13.42,95.88,Credit Card,North,36-45
495,652.31,7,17.48,81.54,Electronics,19.16,93.5,Debit Card,East,46-55
496,553.89,4,17.54,110.78,Beauty,11.85,94.48,Cash,South,26-35
497,396.28,4,12.42,79.26,Sports,11.06,96.05,Cash,East,36-45
498,480.97,2,10.27,160.32,Books,6.94,95.21,Credit Card,East,36-45
499,412.44,5,9.97,68.74,Beauty,13.42,95.89,Credit Card,West,56+
500,361.72,4,6.73,72.34,Groceries,10.89,96.4,Cash,East,26-35
501,592.62,7,9.32,74.08,Clothing,18.86,94.1,Debit Card,South,56+
502,690.94,3,20.73,172.74,Automotive,10.26,93.12,Debit Card,Central,46-55
503,360.14,5,6.05,60.02,Sports,13.16,96.41,PayPal,West,56+
504,556.3,5,6.79,92.72,Books,14.13,94.46,Credit Card,East,56+
505,434.94,2,8.29,144.98,Health,6.71,95.67,Debit Card,North,26-35
506,451.29,4,13.56,90.26,Beauty,11.34,95.5,Gift Card,South,26-35
507,440.76,2,12.01,146.92,Beauty,6.74,95.61,PayPal,West,36-45
508,413.6,4,9.2,82.72,Electronics,11.15,95.88,Debit Card,South,26-35
509,504.85,0,8.0,504.85,Beauty,2.51,94.97,Credit Card,West,46-55
510,416.9,3,22.9,104.23,Books,8.89,95.85,PayPal,Central,26-35
511,527.05,5,22.4,87.84,Groceries,13.99,94.75,PayPal,Central,46-55
512,494.98,3,19.89,123.74,Clothing,9.28,95.07,Credit Card,North,36-45
513,476.11,2,10.54,158.7,Sports,6.92,95.26,Credit Card,North,26-35
514,409.24,2,11.83,136.41,Home Decor,6.58,95.92,Gift Card,West,46-55
515,442.32,5,17.99,73.72,Beauty,13.57,95.59,Cash,West,36-45
516,575.54,1,11.25,287.77,Books,5.14,94.27,Credit Card,East,18-25
517,550.09,1,15.55,275.05,Electronics,5.01,94.52,Debit Card,East,26-35
518,402.24,3,17.72,100.56,Home Decor,8.82,95.99,Gift Card,South,26-35
519,509.93,4,15.35,101.99,Books,11.63,94.92,PayPal,East,26-35
520,575.14,1,13.44,287.57,Clothing,5.14,94.27,Credit Card,Central,36-45
521,333.06,7,12.26,41.63,Automotive,17.57,96.68,Gift Card,Central,46-55
522,554.34,1,20.0,277.17,Electronics,5.03,94.48,Credit Card,West,36-45
523,433.74,2,19.3,144.58,Home Decor,6.71,95.68,Credit Card,South,56+
524,557.06,2,18.53,185.69,Sports,7.32,94.45,Gift Card,South,36-45
525,423.67,5,12.74,70.61,Automotive,13.47,95.78,Credit Card,West,56+
526,319.51,3,19.96,79.88,Sports,8.41,96.82,Cash,South,18-25
527,337.25,2,23.24,112.42,Electronics,6.23,96.64,Gift Card,West,56+
528,504.81,4,18.4,100.96,Groceries,11.6,94.97,PayPal,East,26-35
529,525.97,2,13.34,175.32,Toys,7.16,94.76,Credit Card,Central,46-55
530,409.57,2,20.34,136.52,Home Decor,6.59,95.92,Cash,Central,36-45
531,563.86,5,16.97,93.98,Beauty,14.17,94.38,Cash,South,56+
532,333.85,2,21.8,111.28,Automotive,6.21,96.67,Credit Card,North,26-35
533,493.39,4,18.84,98.68,Beauty,11.55,95.09,Cash,North,26-35
534,378.9,0,19.86,378.9,Clothing,1.89,96.23,Debit Card,North,26-35
535,434.82,8,18.01,48.31,Beauty,20.35,95.67,PayPal,West,46-55
536,504.74,1,7.66,252.37,Automotive,4.79,94.97,Cash,Central,56+
537,413.96,5,14.73,68.99,Home Decor,13.43,95.88,Debit Card,South,18-25
538,461.54,2,7.02,153.85,Electronics,6.84,95.4,Cash,East,18-25
539,600.63,5,14.06,100.1,Home Decor,14.35,94.02,PayPal,North,46-55
540,442.31,1,18.9,221.16,Sports,4.48,95.59,Gift Card,West,36-45
541,583.57,4,13.58,116.71,Automotive,12.0,94.19,Gift Card,Central,18-25
542,387.03,3,6.03,96.76,Clothing,8.75,96.14,Debit Card,West,26-35
543,552.98,3,12.65,138.25,Clothing,9.57,94.49,Gift Card,East,56+
544,644.16,2,7.22,214.72,Sports,7.75,93.58,Gift Card,West,36-45
545,252.84,2,20.05,84.28,Groceries,5.8,97.48,Debit Card,East,18-25
546,420.31,2,20.11,140.1,Toys,6.64,95.81,Credit Card,North,46-55
547,557.71,5,20.51,92.95,Groceries,14.14,94.44,PayPal,North,18-25
548,479.7,4,6.55,95.94,Toys,11.48,95.22,Debit Card,East,36-45
549,537.11,2,6.58,179.04,Automotive,7.22,94.65,Cash,West,18-25
550,439.6,4,22.26,87.92,Clothing,11.28,95.62,Credit Card,South,46-55
551,508.66,6,8.23,72.67,Home Decor,16.17,94.93,Credit Card,North,46-55
552,484.43,6,18.06,69.2,Home Decor,16.05,95.17,PayPal,East,56+
553,616.78,2,20.32,205.59,Books,7.62,93.86,Debit Card,North,36-45
554,525.44,1,14.06,262.72,Books,4.89,94.77,Gift Card,South,18-25
555,533.76,2,15.84,177.92,Sports,7.2,94.68,Debit Card,South,36-45
556,458.81,2,10.09,152.94,Sports,6.83,95.43,Cash,Central,36-45
557,451.24,4,22.62,90.25,Clothing,11.34,95.51,Debit Card,East,26-35
558,456.74,2,11.43,152.25,Sports,6.82,95.45,PayPal,South,56+
559,539.45,3,9.92,134.86,Groceries,9.5,94.63,Cash,West,36-45
560,457.9,3,15.46,114.48,Electronics,9.1,95.44,Gift Card,Central,56+
561,528.98,4,9.43,105.8,Sports,11.73,94.73,Credit Card,North,18-25
562,707.54,2,18.36,235.85,Books,8.07,92.95,Debit Card,South,36-45
563,587.11,2,15.27,195.7,Sports,7.47,94.15,Gift Card,West,46-55
564,467.4,2,8.66,155.8,Automotive,6.87,95.34,Debit Card,Central,26-35
565,620.12,1,7.21,310.06,Clothing,5.36,93.82,Cash,West,18-25
566,459.19,4,8.47,91.84,Groceries,11.38,95.43,Gift Card,Central,36-45
567,296.19,1,8.46,148.09,Sports,3.75,97.05,PayPal,Central,26-35
568,399.19,4,11.63,79.84,Home Decor,11.08,96.02,Gift Card,North,26-35
569,312.92,7,21.0,39.12,Books,17.47,96.88,Debit Card,West,18-25
570,464.85,4,7.03,92.97,Home Decor,11.41,95.37,Credit Card,Central,36-45
571,501.84,2,8.31,167.28,Books,7.04,95.0,Debit Card,South,36-45
572,667.64,2,11.45,222.55,Groceries,7.87,93.35,PayPal,East,26-35
573,532.69,6,15.96,76.1,Beauty,16.29,94.69,Cash,East,56+
574,478.09,1,19.73,239.04,Home Decor,4.65,95.24,Debit Card,West,46-55
575,582.94,2,22.58,194.31,Beauty,7.45,94.19,Debit Card,Central,46-55
576,278.89,3,13.42,69.72,Books,8.21,97.22,Debit Card,North,46-55
577,523.56,2,7.91,174.52,Clothing,7.15,94.79,Debit Card,South,36-45
578,577.09,6,9.84,82.44,Electronics,16.51,94.25,Cash,Central,36-45
579,352.14,3,11.17,88.04,Toys,8.57,96.49,Debit Card,North,46-55
580,614.38,3,20.15,153.59,Books,9.88,93.88,Debit Card,West,26-35
581,533.85,4,18.36,106.77,Groceries,11.75,94.68,Cash,Central,56+
582,458.47,0,9.76,458.47,Electronics,2.28,95.43,Debit Card,North,18-25
583,563.28,3,21.1,140.82,Books,9.62,94.39,Gift Card,South,26-35
584,727.07,4,21.46,145.41,Beauty,12.71,92.76,Cash,East,26-35
585,518.19,8,21.88,57.58,Health,20.76,94.84,Debit Card,North,26-35
586,524.82,3,10.95,131.21,Sports,9.43,94.77,PayPal,West,46-55
587,454.06,1,8.41,227.03,Books,4.53,95.48,Credit Card,North,26-35
588,415.02,4,7.87,83.0,Beauty,11.16,95.87,Debit Card,South,26-35
589,583.03,1,13.2,291.52,Books,5.18,94.19,Debit Card,North,36-45
590,414.39,3,13.73,103.6,Clothing,8.88,95.87,Credit Card,North,46-55
591,507.16,1,21.63,253.58,Clothing,4.8,94.95,Gift Card,West,56+
592,452.23,6,10.82,64.6,Clothing,15.89,95.5,Credit Card,Central,18-25
593,547.9,3,17.28,136.97,Books,9.55,94.54,Gift Card,South,26-35
594,533.37,3,20.19,133.34,Electronics,9.47,94.69,Credit Card,North,36-45
595,603.75,5,10.84,100.63,Groceries,14.37,93.99,Gift Card,West,36-45
596,449.0,6,10.81,64.14,Books,15.87,95.53,Cash,North,56+
597,473.01,1,18.04,236.51,Health,4.63,95.29,Debit Card,East,26-35
598,402.12,3,19.07,100.53,Automotive,8.82,95.99,Cash,North,18-25
599,455.57,2,23.28,151.86,Automotive,6.81,95.46,Cash,East,36-45
600,537.73,3,21.3,134.43,Home Decor,9.5,94.64,Cash,North,46-55
601,575.7,3,20.8,143.92,Clothing,9.69,94.27,Credit Card,South,36-45
602,407.78,3,18.46,101.95,Electronics,8.85,95.94,PayPal,East,36-45
603,586.96,1,8.13,293.48,Electronics,5.2,94.15,Cash,West,26-35
604,635.56,1,20.57,317.78,Automotive,5.44,93.67,Debit Card,Central,18-25
605,541.34,1,22.84,270.67,Sports,4.97,94.61,Debit Card,North,46-55
606,687.68,4,13.03,137.54,Beauty,12.52,93.15,Credit Card,East,36-45
607,422.62,1,11.65,211.31,Toys,4.38,95.79,Gift Card,West,46-55
608,375.53,2,15.4,125.18,Beauty,6.42,96.26,Debit Card,Central,56+
609,322.13,1,23.22,161.06,Home Decor,3.88,96.79,Gift Card,East,36-45
610,649.6,3,6.91,162.4,Automotive,10.05,93.53,PayPal,East,18-25
611,565.44,1,18.76,282.72,Clothing,5.09,94.37,Cash,South,46-55
612,494.44,2,20.66,164.81,Beauty,7.01,95.08,Credit Card,North,46-55
613,528.0,2,20.2,176.0,Beauty,7.18,94.74,Credit Card,West,36-45
614,387.45,4,16.2,77.49,Toys,11.02,96.14,Gift Card,Central,26-35
615,744.58,3,22.57,186.14,Electronics,10.53,92.58,Credit Card,West,26-35
616,512.92,1,8.42,256.46,Books,4.83,94.89,Credit Card,West,56+
617,510.94,4,10.41,102.19,Clothing,11.64,94.91,Debit Card,Central,36-45
618,572.58,2,11.53,190.86,Electronics,7.4,94.3,PayPal,East,26-35
619,548.1,3,6.16,137.03,Automotive,9.55,94.54,Gift Card,Central,36-45
620,522.39,4,12.67,104.48,Clothing,11.69,94.8,PayPal,West,26-35
621,420.95,2,8.89,140.32,Books,6.64,95.81,Debit Card,West,18-25
622,547.15,3,19.04,136.79,Automotive,9.54,94.55,PayPal,North,36-45
623,688.2,4,13.47,137.64,Groceries,12.52,93.15,Debit Card,East,56+
624,634.54,2,18.68,211.51,Health,7.71,93.68,Credit Card,West,26-35
625,659.32,2,11.29,219.77,Toys,7.83,93.43,Credit Card,South,36-45
626,448.88,3,8.37,112.22,Electronics,9.05,95.53,Cash,Central,56+
627,401.04,8,8.38,44.56,Electronics,20.18,96.01,PayPal,North,46-55
628,487.42,5,9.66,81.24,Groceries,13.79,95.15,Debit Card,South,46-55
629,505.57,2,8.07,168.52,Automotive,7.06,94.96,PayPal,West,46-55
630,609.42,3,9.97,152.35,Toys,9.85,93.93,Gift Card,Central,26-35
631,330.75,2,16.42,110.25,Automotive,6.19,96.71,Debit Card,West,26-35
632,652.96,0,10.61,652.96,Automotive,3.25,93.5,Credit Card,Central,18-25
633,484.2,3,12.17,121.05,Automotive,9.23,95.18,Debit Card,East,46-55
634,457.31,2,6.95,152.44,Clothing,6.82,95.44,PayPal,West,36-45
635,398.79,4,22.06,79.76,Electronics,11.08,96.03,Credit Card,West,46-55
636,334.51,1,8.49,167.26,Toys,3.94,96.67,Cash,East,46-55
637,582.32,3,12.28,145.58,Groceries,9.72,94.2,Cash,South,26-35
638,507.33,3,12.83,126.83,Home Decor,9.34,94.95,Cash,South,46-55
639,371.0,2,19.9,123.67,Health,6.39,96.3,Cash,East,46-55
640,370.49,2,14.7,123.5,Books,6.39,96.31,PayPal,East,46-55
641,466.42,4,12.89,93.28,Sports,11.41,95.35,Debit Card,North,46-55
642,666.9,3,18.53,166.73,Health,10.14,93.36,PayPal,East,56+
643,474.04,4,16.75,94.81,Health,11.45,95.28,Credit Card,South,56+
644,349.69,2,7.41,116.56,Automotive,6.29,96.52,Cash,Central,46-55
645,475.43,2,11.63,158.48,Home Decor,6.91,95.26,Cash,South,26-35
646,472.73,2,23.61,157.58,Clothing,6.9,95.29,PayPal,South,26-35
647,230.31,6,14.7,32.9,Health,14.78,97.71,PayPal,East,18-25
648,494.57,0,13.64,494.57,Home Decor,2.46,95.07,Debit Card,North,18-25
649,476.91,2,8.7,158.97,Toys,6.92,95.25,Credit Card,South,36-45
650,569.62,4,21.1,113.92,Books,11.93,94.33,Cash,West,18-25
651,684.9,1,8.4,342.45,Groceries,5.68,93.18,Credit Card,North,56+
652,612.66,3,7.89,153.16,Beauty,9.87,93.9,PayPal,East,18-25
653,473.11,4,13.9,94.62,Groceries,11.45,95.29,Cash,West,46-55
654,389.35,2,13.86,129.78,Toys,6.48,96.12,Debit Card,Central,26-35
655,757.34,2,23.67,252.45,Books,8.32,92.46,Credit Card,West,56+
656,505.92,3,8.3,126.48,Home Decor,9.34,94.96,Debit Card,South,18-25
657,501.39,5,14.71,83.57,Electronics,13.86,95.01,Gift Card,Central,26-35
658,497.59,4,9.62,99.52,Automotive,11.57,95.04,Gift Card,North,46-55
659,519.81,2,18.63,173.27,Electronics,7.13,94.82,Debit Card,South,18-25
660,485.56,1,13.05,242.78,Clothing,4.69,95.16,Credit Card,South,26-35
661,442.63,4,17.67,88.53,Books,11.3,95.59,Gift Card,West,46-55
662,445.31,7,12.09,55.66,Automotive,18.13,95.56,Gift Card,North,18-25
663,496.72,8,16.16,55.19,Toys,20.66,95.05,Gift Card,South,36-45
664,445.66,4,14.44,89.13,Beauty,11.31,95.56,PayPal,West,56+
665,428.72,4,12.74,85.74,Beauty,11.23,95.73,PayPal,South,26-35
666,510.64,2,15.68,170.21,Beauty,7.09,94.91,Gift Card,West,18-25
667,474.5,3,12.91,118.63,Home Decor,9.18,95.27,Credit Card,Central,18-25
668,650.4,3,20.51,162.6,Home Decor,10.06,93.52,Debit Card,Central,26-35
669,234.9,2,14.91,78.3,Health,5.72,97.66,Debit Card,North,18-25
670,609.15,5,22.26,101.53,Sports,14.4,93.93,Gift Card,East,36-45
671,624.61,4,10.01,124.92,Health,12.2,93.78,PayPal,South,56+
672,292.66,2,8.02,97.55,Groceries,6.0,97.08,PayPal,Central,36-45
673,465.73,5,12.86,77.62,Automotive,13.68,95.36,Credit Card,North,18-25
674,462.86,2,9.31,154.29,Sports,6.85,95.39,Gift Card,South,18-25
675,359.25,3,13.08,89.81,Toys,8.61,96.42,Debit Card,Central,46-55
676,422.22,4,9.73,84.44,Health,11.19,95.79,PayPal,South,18-25
